id_hcn,site,date_int_ref,DATE_INIT_ASSESS,OUTCOME_CATEGORY_DESC
14370c,e,2022-10-24,2022-10-29,f
1291c,i,2012-03-03,2012-03-18,f
2112c,f,2020-12-14,2020-12-30,j
12784c,h,2020-05-19,2020-05-22,j
4170c,c,2019-09-16,2019-09-25,d
407c,e,2010-05-04,2010-05-08,a
13562c,h,2020-09-07,2020-09-25,f
5384,i,2015-08-17,2015-08-19,e
10460c,a,2016-06-17,2016-06-29,g
1975c,i,2013-07-29,2013-08-16,j
7488,f,2010-01-09,2010-01-11,g
2409,d,2019-10-16,2019-10-21,b
6064c,e,2019-11-07,2019-11-20,c
2250c,d,2021-12-25,2022-01-01,j
4437,j,2013-04-11,2013-04-16,a
8852c,c,2019-05-21,2019-05-31,j
7760c,b,2021-11-09,2021-11-16,h
8116,b,2018-09-03,2018-09-11,d
11189c,c,2022-05-27,2022-06-01,a
924c,f,2021-03-11,2021-03-31,h
3527c,c,2014-10-25,2014-11-07,g
9836c,d,2013-12-28,2014-01-09,j
13974c,i,2022-09-05,2022-09-17,a
13666c,i,2010-02-08,2010-02-22,d
1804c,g,2019-07-07,2019-07-26,b
4186,c,2011-01-04,2011-01-19,i
2214,h,2017-07-22,2017-07-30,a
11004c,i,2010-05-18,2010-05-29,h
7867c,d,2011-02-08,2011-02-28,d
13693c,f,2019-02-25,2019-03-07,f
4100,c,2011-01-22,2011-01-23,i
2913,b,2020-03-10,2020-03-15,f
313,e,2015-07-10,2015-07-18,c
7092,g,2012-12-05,2012-12-17,c
2048,i,2021-03-04,2021-03-24,a
14228c,e,2021-11-08,2021-11-11,e
2145c,e,2018-01-17,2018-02-04,f
6280c,g,2010-03-06,2010-03-16,d
5355c,g,2016-06-29,2016-07-11,i
12432c,d,2021-02-23,2021-03-04,h
6437,b,2016-11-22,2016-12-05,f
2841c,b,2013-11-16,2013-12-03,a
7842c,d,2012-11-29,2012-12-06,i
2703c,b,2012-12-13,2012-12-31,i
13622c,b,2018-09-04,2018-09-20,f
10246c,g,2015-02-06,2015-02-18,d
1955,h,2016-09-09,2016-09-10,b
4689c,h,2016-07-13,2016-07-25,b
7206c,b,2010-01-31,2010-02-15,f
10556c,i,2018-08-23,2018-09-08,f
13138c,h,2022-07-23,2022-08-03,h
7228,b,2012-07-08,2012-07-16,h
1834c,i,2022-08-04,2022-08-05,f
7111c,e,2010-01-13,2010-01-19,e
1424,d,2017-05-21,2017-05-28,d
371c,f,2019-07-23,2019-08-12,e
4349c,b,2021-11-14,2021-11-17,d
4327c,j,2018-04-08,2018-04-25,i
4903c,g,2016-04-05,2016-04-21,e
12272c,h,2019-01-22,2019-02-08,b
2925c,a,2017-12-01,2017-12-14,d
2210,e,2020-04-10,2020-04-12,a
1375c,f,2016-11-01,2016-11-07,g
9423c,a,2017-08-14,2017-08-25,b
3702c,i,2022-07-20,2022-07-27,f
3757,b,2011-03-30,2011-04-14,f
1787c,b,2010-07-09,2010-07-17,i
1755c,f,2015-11-28,2015-12-14,d
8687c,c,2019-08-06,2019-08-16,j
3146c,h,2014-05-01,2014-05-21,b
8435,f,2014-06-23,2014-06-27,f
851c,j,2012-06-30,2012-07-01,a
8004,d,2014-05-22,2014-06-01,f
5530c,h,2016-11-25,2016-12-06,b
9755c,b,2018-08-07,2018-08-08,g
14445c,d,2016-07-30,2016-08-09,e
4092c,h,2022-10-12,2022-10-20,e
7180c,i,2021-12-04,2021-12-06,b
5005,g,2010-02-23,2010-03-15,g
4743c,h,2018-11-14,2018-11-28,b
5810c,g,2012-06-30,2012-07-01,e
4980c,e,2012-05-28,2012-06-14,f
5813,h,2020-01-01,2020-01-19,f
5497,c,2015-03-03,2015-03-15,f
12453c,j,2015-01-28,2015-02-03,j
4882,i,2013-08-26,2013-09-15,h
10804c,d,2012-05-02,2012-05-13,g
3583,f,2011-12-08,2011-12-17,i
10792c,c,2015-07-29,2015-08-14,e
7776c,f,2019-04-04,2019-04-20,a
2805c,g,2017-05-12,2017-05-18,i
14421c,g,2012-07-29,2012-08-07,h
2926,c,2020-04-02,2020-04-07,e
11385c,f,2022-06-05,2022-06-12,h
7089c,d,2018-07-03,2018-07-18,h
7307c,i,2012-03-09,2012-03-23,i
13741c,i,2011-11-30,2011-12-05,b
4284,h,2012-08-19,2012-09-02,e
9107,f,2020-01-06,2020-01-08,f
5925,i,2016-09-28,2016-10-06,c
5698,j,2022-11-19,2022-12-02,c
2870,a,2019-12-21,2020-01-06,b
7193,f,2014-04-17,2014-05-02,i
5036c,h,2014-01-05,2014-01-17,i
8641c,a,2016-07-14,2016-07-27,i
9817c,d,2018-08-26,2018-08-31,g
6859,j,2018-06-20,2018-07-01,g
9575c,f,2014-10-14,2014-11-02,j
12589c,i,2013-04-20,2013-05-10,a
11238c,b,2022-08-30,2022-09-12,b
114,i,2015-10-01,2015-10-11,i
5737c,b,2016-01-07,2016-01-11,a
445,b,2010-10-17,2010-10-26,f
3427c,a,2015-10-17,2015-10-21,i
2842c,d,2015-06-05,2015-06-22,c
8516,a,2010-03-09,2010-03-20,j
4570,g,2022-12-14,2022-12-15,g
2568c,f,2021-12-06,2021-12-11,c
6733c,f,2013-05-02,2013-05-13,e
3131c,j,2014-04-07,2014-04-09,c
8044,e,2019-04-26,2019-05-15,e
13869c,f,2014-07-30,2014-08-10,i
94c,b,2014-09-08,2014-09-09,a
3265c,b,2011-02-04,2011-02-23,f
2553,b,2010-10-10,2010-10-20,b
4630,h,2013-04-29,2013-05-06,c
706,h,2014-12-09,2014-12-21,e
7532,d,2015-04-12,2015-04-20,j
13016c,e,2017-11-13,2017-11-14,b
12946c,e,2017-11-11,2017-11-23,a
9460,j,2014-12-08,2014-12-12,d
11194c,h,2015-11-12,2015-11-18,j
3406c,h,2016-09-23,2016-10-09,e
12812c,a,2012-11-16,2012-12-04,d
7186,d,2017-04-25,2017-05-14,f
9561c,f,2010-09-13,2010-09-27,g
13219c,f,2019-07-27,2019-07-29,e
13773c,d,2019-09-09,2019-09-20,f
1108c,h,2013-06-16,2013-07-06,c
1867c,b,2013-01-01,2013-01-19,i
3405c,i,2013-08-02,2013-08-04,e
4837c,c,2010-01-11,2010-01-17,e
1410c,b,2010-01-26,2010-01-31,g
3718c,c,2021-12-13,2022-01-01,i
5254c,j,2022-03-03,2022-03-09,c
8609,j,2015-04-04,2015-04-12,h
3584,c,2018-07-31,2018-08-20,c
13386c,j,2013-11-28,2013-12-17,c
8902,i,2015-08-02,2015-08-14,g
2752,c,2018-10-30,2018-10-31,h
3548c,h,2022-06-17,2022-07-04,d
5306,g,2016-12-16,2016-12-20,g
7265c,c,2014-01-15,2014-01-19,b
7497,b,2017-11-25,2017-12-13,b
1035c,c,2022-05-27,2022-06-03,b
7672,b,2020-02-25,2020-03-12,c
1818c,a,2021-07-27,2021-07-28,f
10971c,g,2016-11-26,2016-11-29,e
12766c,c,2010-06-23,2010-07-10,a
7135c,f,2020-02-27,2020-03-13,i
1886c,i,2016-03-04,2016-03-21,h
8465c,c,2018-01-13,2018-01-28,j
10575c,j,2022-08-16,2022-08-31,j
7507c,c,2020-11-06,2020-11-20,j
9260c,b,2012-04-24,2012-05-05,g
3588c,b,2013-05-28,2013-06-02,d
13650c,g,2019-08-22,2019-08-30,h
444,i,2016-01-28,2016-02-17,c
9824c,c,2014-08-26,2014-08-29,j
6164,d,2011-04-10,2011-04-15,j
14585c,b,2011-10-23,2011-11-08,i
3950,f,2011-08-18,2011-09-02,a
1306,d,2020-10-11,2020-10-23,b
254c,a,2021-10-23,2021-11-01,e
6186,b,2016-05-08,2016-05-27,e
3232,b,2016-12-06,2016-12-24,d
319,h,2016-06-20,2016-06-29,h
6841c,h,2018-11-09,2018-11-10,c
12651c,a,2012-01-05,2012-01-16,h
7256c,c,2011-04-29,2011-05-15,e
9322c,c,2012-11-13,2012-11-24,d
6220c,h,2013-06-12,2013-06-14,e
14567c,c,2020-05-31,2020-06-03,f
895,c,2017-11-13,2017-11-27,c
2251c,f,2012-01-19,2012-02-08,b
2749,f,2018-08-24,2018-09-13,e
13064c,e,2018-04-20,2018-04-23,e
221,g,2016-06-16,2016-06-24,j
5389c,g,2021-12-19,2022-01-08,b
8505c,d,2013-09-23,2013-09-27,f
9543c,a,2015-12-11,2015-12-20,c
5114c,a,2017-07-11,2017-07-31,c
13659c,j,2017-03-21,2017-04-09,h
7417,e,2014-03-16,2014-03-24,j
3167,g,2016-08-13,2016-08-20,b
3688c,a,2016-09-28,2016-09-29,a
9383c,h,2011-03-18,2011-03-31,j
882c,i,2017-04-10,2017-04-16,i
4043,d,2014-08-15,2014-08-23,e
3068c,h,2019-01-20,2019-02-03,e
9991c,c,2011-12-06,2011-12-26,j
14470c,g,2015-01-24,2015-01-28,d
8399,d,2021-11-20,2021-11-26,e
190,e,2018-06-07,2018-06-25,g
11886c,i,2010-11-21,2010-12-08,f
2703c,e,2014-01-07,2014-01-16,e
795c,f,2016-11-25,2016-12-08,g
9226c,c,2010-06-19,2010-07-01,e
1831c,j,2015-09-13,2015-09-24,c
9041c,f,2014-09-09,2014-09-28,b
13762c,b,2016-10-06,2016-10-13,a
3246c,a,2010-12-30,2011-01-06,c
4725,c,2019-09-21,2019-10-01,e
4327,b,2013-06-01,2013-06-15,h
1032c,b,2020-06-07,2020-06-19,f
13227c,g,2021-04-26,2021-05-16,b
2988c,a,2011-06-10,2011-06-17,g
8357,a,2014-02-19,2014-03-01,e
1454c,e,2015-02-04,2015-02-12,f
449c,d,2013-12-24,2014-01-10,j
4414,f,2016-08-16,2016-08-20,e
665c,e,2012-04-26,2012-05-03,i
1170c,d,2015-09-25,2015-10-07,c
2899c,b,2012-06-22,2012-07-07,i
5293,a,2019-12-02,2019-12-03,h
13974c,c,2012-03-09,2012-03-29,f
592,g,2020-02-17,2020-02-18,c
1026c,b,2016-09-04,2016-09-24,c
3770c,f,2022-07-06,2022-07-25,a
7779c,f,2015-06-17,2015-07-05,i
7279c,j,2012-04-22,2012-05-08,b
8739,a,2012-10-26,2012-11-05,b
298,f,2012-05-26,2012-06-01,e
11346c,b,2019-10-27,2019-11-06,i
12550c,c,2019-08-03,2019-08-11,c
272,a,2017-04-12,2017-04-13,h
9169c,b,2011-08-02,2011-08-06,e
5849,g,2015-09-20,2015-09-30,g
139,a,2019-08-26,2019-09-05,c
557,d,2012-11-24,2012-12-05,j
13371c,i,2012-08-08,2012-08-09,g
11946c,a,2014-02-05,2014-02-18,h
9763,h,2011-02-09,2011-02-25,h
5104c,g,2018-06-06,2018-06-18,f
12223c,i,2021-04-17,2021-05-05,c
260,g,2014-05-17,2014-05-28,e
4961,a,2021-07-18,2021-08-01,d
4545c,g,2010-04-06,2010-04-25,g
824c,c,2015-01-13,2015-01-31,j
3532,c,2022-01-30,2022-02-19,e
8918,g,2014-02-06,2014-02-09,f
14507c,d,2017-05-04,2017-05-12,a
7241,j,2021-12-02,2021-12-13,e
2123,c,2015-07-25,2015-08-08,i
13143c,f,2015-06-14,2015-06-20,j
1699c,b,2017-01-02,2017-01-12,b
103c,i,2016-12-19,2017-01-04,f
8373c,f,2011-09-30,2011-10-09,g
5893c,b,2011-05-22,2011-05-23,f
13007c,i,2018-06-30,2018-07-15,c
4285,i,2019-10-03,2019-10-06,e
6368c,i,2011-02-14,2011-02-25,a
4355c,e,2018-01-31,2018-02-09,e
1990c,h,2016-10-02,2016-10-12,g
3128c,e,2018-05-25,2018-05-30,i
1113,a,2012-10-07,2012-10-22,c
4491,d,2017-04-22,2017-05-09,e
720,b,2012-07-24,2012-08-08,j
3888,d,2017-02-15,2017-02-19,a
7190,b,2013-06-06,2013-06-14,h
2570,d,2021-05-31,2021-06-10,b
3259,i,2013-04-17,2013-04-22,i
4402c,h,2022-02-06,2022-02-08,f
8600,a,2010-02-19,2010-03-04,d
7844c,h,2014-03-20,2014-03-25,h
6971,f,2012-03-24,2012-04-01,d
12320c,j,2020-12-19,2021-01-08,j
12349c,b,2018-02-21,2018-03-10,j
12822c,h,2014-02-11,2014-02-20,g
11294c,j,2018-01-10,2018-01-20,j
3956,e,2018-04-08,2018-04-13,f
5368c,g,2011-10-19,2011-10-23,i
2709c,j,2017-07-24,2017-07-28,i
6239c,j,2019-01-05,2019-01-11,c
1813c,j,2016-03-02,2016-03-05,j
9596,g,2014-02-19,2014-02-27,j
1608,i,2013-02-20,2013-03-07,a
660c,e,2011-08-28,2011-09-17,g
1870,j,2021-01-18,2021-01-21,a
13325c,i,2021-09-07,2021-09-23,d
4133,e,2016-04-05,2016-04-11,g
2205c,a,2014-04-04,2014-04-16,i
707c,b,2011-08-07,2011-08-17,c
1089,e,2011-11-27,2011-12-13,b
3400,j,2016-04-28,2016-05-05,b
6331c,c,2019-10-10,2019-10-22,c
7790c,j,2011-08-08,2011-08-25,a
1450c,f,2010-02-25,2010-02-28,h
5312c,a,2011-11-24,2011-12-11,i
5011c,d,2018-09-17,2018-10-02,h
7910,j,2010-12-28,2011-01-02,i
6304,d,2011-10-20,2011-10-25,e
11181c,c,2015-03-10,2015-03-17,f
9206,i,2022-03-09,2022-03-20,e
12885c,j,2018-01-06,2018-01-20,e
4982,f,2018-03-12,2018-03-19,e
3765c,h,2019-10-21,2019-10-31,h
9970,f,2016-12-07,2016-12-26,f
5083,d,2013-05-13,2013-06-02,b
5702,e,2016-04-09,2016-04-17,f
549,d,2021-01-09,2021-01-19,f
10078c,h,2022-07-22,2022-08-02,g
1701,f,2019-04-24,2019-05-08,e
13804c,g,2022-06-25,2022-07-15,g
2131,b,2022-02-18,2022-03-07,j
2840,f,2018-08-27,2018-09-02,j
14350c,c,2018-09-18,2018-09-29,f
3693c,b,2019-05-15,2019-06-04,a
1698c,f,2017-08-31,2017-09-14,c
6995,h,2011-07-14,2011-07-27,f
11581c,d,2021-07-29,2021-08-02,i
14652c,g,2020-11-05,2020-11-20,i
4584c,g,2019-02-08,2019-02-17,b
2335c,a,2018-01-28,2018-02-02,c
14196c,j,2016-12-05,2016-12-21,b
6716c,b,2014-09-02,2014-09-09,d
404c,a,2017-03-09,2017-03-12,h
1635,h,2020-11-29,2020-12-10,c
13552c,c,2019-06-08,2019-06-25,b
2279c,c,2018-12-18,2018-12-24,a
9299c,h,2010-11-12,2010-12-01,g
9448,h,2021-11-21,2021-11-25,d
678c,g,2013-10-01,2013-10-05,i
4546c,h,2014-06-15,2014-06-28,c
3495,a,2017-02-23,2017-02-27,e
2740c,b,2014-09-27,2014-10-06,e
10591c,i,2010-01-30,2010-02-12,h
13459c,c,2011-12-24,2012-01-07,b
8505,j,2011-11-13,2011-11-14,b
12956c,e,2011-03-04,2011-03-10,e
2475c,h,2014-06-14,2014-06-19,g
216,d,2014-12-17,2014-12-30,j
6907,e,2013-02-04,2013-02-09,g
2527c,c,2010-12-22,2010-12-29,h
6569c,f,2021-07-01,2021-07-15,b
11802c,b,2018-12-05,2018-12-14,h
13251c,h,2019-02-28,2019-03-10,g
3566,d,2021-06-19,2021-07-07,a
6314,f,2018-06-12,2018-06-22,i
9433,f,2019-12-06,2019-12-14,c
9159,j,2011-09-10,2011-09-12,e
10013c,d,2015-12-31,2016-01-05,d
6781,c,2018-01-18,2018-02-06,e
1243c,c,2022-03-07,2022-03-09,g
234c,c,2021-06-25,2021-07-11,f
3872,a,2014-06-01,2014-06-08,i
14411c,c,2012-05-19,2012-05-21,g
4917,i,2018-01-01,2018-01-14,g
5863,g,2011-12-11,2011-12-18,i
4801c,f,2018-06-21,2018-06-25,j
33c,j,2020-03-05,2020-03-21,d
10107c,i,2010-09-13,2010-09-21,h
9920,h,2019-11-27,2019-12-10,a
7978,h,2013-02-13,2013-03-03,a
12348c,b,2020-05-02,2020-05-07,e
2062,c,2012-08-09,2012-08-25,f
7855,h,2011-04-05,2011-04-18,f
8131c,h,2021-01-05,2021-01-12,g
9366,b,2010-11-12,2010-11-28,b
6795,h,2022-10-12,2022-10-19,c
2510,b,2016-10-30,2016-11-07,f
5389c,g,2015-01-09,2015-01-27,d
7155c,a,2014-01-16,2014-01-27,g
67,e,2011-11-22,2011-12-12,c
147,c,2018-04-28,2018-05-17,c
8448,f,2022-10-16,2022-10-26,g
10411c,b,2018-09-12,2018-09-26,i
2021c,c,2015-09-09,2015-09-11,d
3389,b,2021-03-02,2021-03-07,j
3090,i,2013-06-21,2013-07-09,f
5431,f,2012-03-09,2012-03-15,d
3975,h,2015-09-21,2015-10-03,j
4929,b,2014-10-24,2014-11-05,h
1973,a,2019-01-06,2019-01-19,i
5133,b,2021-06-17,2021-07-07,a
2093,j,2011-06-12,2011-06-18,c
3460,j,2019-02-03,2019-02-19,d
1897c,a,2010-10-03,2010-10-16,j
12088c,b,2012-06-11,2012-06-28,f
9451,e,2015-06-09,2015-06-19,i
13729c,h,2013-03-11,2013-03-28,g
9853c,h,2017-12-11,2017-12-31,d
2009,c,2014-07-26,2014-07-31,h
2656,h,2017-08-18,2017-08-29,a
57,a,2022-01-23,2022-02-07,g
4782,c,2022-03-15,2022-03-25,d
7320c,a,2016-12-11,2016-12-23,g
8660c,b,2011-07-22,2011-07-29,a
2275c,d,2017-02-12,2017-02-23,a
5878,j,2016-08-02,2016-08-16,a
7526,f,2012-06-12,2012-06-18,i
1610,d,2019-02-04,2019-02-20,f
6576,b,2022-05-13,2022-05-15,d
7,j,2020-05-21,2020-05-23,h
14639c,j,2012-04-28,2012-05-09,i
11155c,j,2016-10-18,2016-10-19,b
4433,e,2014-03-01,2014-03-02,b
3560,i,2014-02-05,2014-02-10,f
2472,d,2013-10-25,2013-11-01,i
13258c,f,2018-11-16,2018-11-26,f
477c,j,2010-12-19,2010-12-27,f
6725c,i,2019-04-27,2019-05-05,h
11839c,h,2021-05-23,2021-05-26,e
7548c,d,2010-07-30,2010-08-01,c
6440,g,2018-03-08,2018-03-11,d
3515c,f,2010-05-18,2010-05-31,i
164,d,2012-08-08,2012-08-26,d
9278c,g,2016-03-04,2016-03-07,b
8389c,i,2015-01-16,2015-01-29,b
8124,e,2020-01-12,2020-01-29,f
2446c,j,2015-05-20,2015-05-31,f
2235c,c,2017-05-25,2017-05-28,d
9190,f,2015-03-24,2015-04-10,f
4796,d,2019-11-17,2019-11-30,g
9411,d,2010-05-14,2010-05-19,j
2038c,d,2022-01-13,2022-01-30,f
8746,b,2022-12-31,2023-01-09,e
3017,e,2015-10-30,2015-11-08,a
6777c,j,2021-10-14,2021-10-24,f
4208,e,2013-12-01,2013-12-04,d
14140c,a,2017-06-02,2017-06-15,b
4971,g,2010-01-17,2010-02-04,i
7090c,b,2012-08-10,2012-08-26,b
7026c,f,2014-04-20,2014-04-24,d
5206,c,2018-09-13,2018-09-29,f
8484c,g,2014-09-13,2014-09-24,j
3988c,f,2015-10-09,2015-10-14,c
5589,g,2015-01-20,2015-02-03,c
2119,f,2022-08-10,2022-08-11,e
7242c,c,2013-04-19,2013-04-21,j
9072c,j,2013-09-08,2013-09-09,f
7211c,d,2022-05-25,2022-06-07,j
2309c,e,2015-10-24,2015-10-28,d
6934,f,2021-11-29,2021-12-12,b
6566c,a,2014-09-25,2014-10-10,c
326c,e,2021-06-16,2021-06-18,h
1101,h,2017-06-10,2017-06-21,i
5781,e,2012-06-26,2012-06-27,j
857c,h,2012-04-22,2012-04-25,e
13791c,b,2019-09-20,2019-09-27,e
8246c,j,2011-03-31,2011-04-18,a
5277,j,2022-03-05,2022-03-21,j
11158c,g,2022-03-12,2022-03-15,e
9966c,g,2020-11-01,2020-11-08,j
12448c,f,2018-12-05,2018-12-22,f
3873,d,2016-10-20,2016-10-31,h
9551,h,2016-04-02,2016-04-11,c
12328c,b,2017-05-05,2017-05-11,h
14978c,g,2021-10-29,2021-11-14,g
8977,e,2020-12-18,2020-12-28,i
9012,i,2013-06-05,2013-06-18,i
1173c,j,2019-07-26,2019-08-04,f
1012c,e,2019-04-17,2019-04-22,c
9245,a,2020-12-30,2021-01-01,a
5752c,j,2012-02-22,2012-02-23,h
8798,f,2010-05-01,2010-05-19,f
9684,d,2010-12-17,2011-01-06,a
9684,d,2015-06-03,2015-06-05,f
4363c,d,2010-11-08,2010-11-10,f
1044c,g,2013-07-30,2013-08-14,g
2260c,j,2015-10-15,2015-10-19,f
14911c,j,2022-08-29,2022-09-13,a
3655,h,2020-03-05,2020-03-15,b
2108c,j,2018-03-22,2018-03-28,a
7970,f,2019-09-15,2019-09-19,h
13998c,b,2016-10-15,2016-10-29,i
12577c,i,2015-05-09,2015-05-12,g
11604c,f,2016-11-05,2016-11-16,d
4872,h,2010-07-29,2010-08-10,h
4859,e,2018-04-13,2018-05-02,f
13699c,e,2013-03-23,2013-04-04,h
2761,d,2014-06-29,2014-06-30,c
4558c,b,2014-08-15,2014-08-20,f
2903c,j,2022-01-08,2022-01-18,f
3101c,f,2022-08-01,2022-08-14,a
2180,d,2011-11-05,2011-11-07,d
6461c,d,2019-07-08,2019-07-11,g
10602c,g,2018-05-02,2018-05-04,g
8539c,e,2010-11-02,2010-11-06,a
14976c,a,2018-02-17,2018-02-24,f
14863c,f,2019-04-11,2019-05-01,h
4263c,e,2012-01-30,2012-02-19,i
10708c,h,2015-10-28,2015-11-15,b
4057,b,2021-08-26,2021-08-30,h
2219,c,2015-02-13,2015-03-02,i
2948c,a,2019-11-27,2019-12-15,j
10821c,g,2016-04-22,2016-05-02,h
1046c,h,2022-02-20,2022-02-26,c
7958c,c,2020-12-15,2021-01-01,d
3571c,h,2017-09-07,2017-09-22,f
5100c,j,2011-07-26,2011-08-01,h
3880c,i,2013-03-05,2013-03-14,i
11639c,j,2021-05-10,2021-05-23,g
1949,f,2017-02-26,2017-03-14,j
942c,a,2020-12-13,2020-12-20,g
4539,e,2020-05-22,2020-06-06,f
5014c,d,2022-05-24,2022-05-29,g
8002c,e,2015-01-05,2015-01-21,e
1129c,j,2014-08-30,2014-09-18,j
9925c,c,2015-08-24,2015-09-02,h
2367,j,2021-05-07,2021-05-23,h
9785c,e,2022-04-19,2022-04-23,e
6684c,e,2011-05-25,2011-05-27,h
723,d,2016-03-18,2016-03-30,e
4538,a,2013-11-28,2013-12-04,j
3604c,c,2016-11-03,2016-11-23,a
6636c,i,2015-09-23,2015-09-30,c
5801c,g,2016-07-22,2016-07-30,a
2935,i,2014-04-11,2014-04-29,e
12584c,d,2017-02-28,2017-03-05,j
4526,i,2021-10-05,2021-10-19,c
4891,d,2020-06-15,2020-07-03,b
8609,g,2020-07-08,2020-07-11,j
1296c,g,2016-07-04,2016-07-11,d
1334c,i,2013-04-15,2013-05-05,f
12925c,b,2021-05-25,2021-06-10,g
4426c,i,2018-02-02,2018-02-22,c
5787,g,2016-06-01,2016-06-17,a
257c,d,2011-07-26,2011-08-04,a
13719c,j,2022-12-20,2023-01-03,h
5410,d,2012-04-19,2012-04-20,c
9053c,a,2011-05-22,2011-06-07,d
8603c,j,2020-04-11,2020-04-14,j
10008c,i,2017-03-10,2017-03-12,e
5557c,d,2013-10-27,2013-11-12,j
13357c,b,2012-08-28,2012-09-08,j
14746c,e,2015-05-12,2015-05-27,e
6650c,a,2022-06-10,2022-06-26,g
10322c,g,2016-04-01,2016-04-06,b
7546,j,2013-06-12,2013-06-29,b
1315,f,2020-05-18,2020-05-25,h
3304,b,2019-03-30,2019-04-10,c
5268,a,2016-08-21,2016-08-30,e
32c,g,2010-04-24,2010-05-02,c
2187,e,2021-11-12,2021-11-25,f
3217c,e,2011-01-31,2011-02-11,c
7713,e,2019-08-22,2019-09-10,f
6553c,e,2018-10-27,2018-11-08,g
2908c,i,2010-07-20,2010-07-23,a
9420,j,2016-12-22,2016-12-29,d
349,j,2021-07-28,2021-08-15,d
3210,i,2018-09-24,2018-10-02,j
7929c,d,2020-12-04,2020-12-05,h
7670c,h,2017-05-30,2017-06-03,h
9085,h,2015-04-30,2015-05-15,d
5530,i,2014-10-16,2014-11-02,j
8099,h,2021-06-01,2021-06-20,a
7987c,c,2021-10-11,2021-10-13,g
4425,g,2018-08-28,2018-09-04,b
1796c,h,2021-02-03,2021-02-19,g
1647,c,2013-05-15,2013-05-22,g
10944c,h,2011-02-04,2011-02-08,j
4196c,e,2018-09-06,2018-09-12,d
4023c,c,2019-04-18,2019-04-22,f
6122,b,2012-05-26,2012-05-31,g
5907,b,2015-01-18,2015-01-30,a
6340,i,2018-07-10,2018-07-15,h
453c,c,2013-03-25,2013-04-04,a
9247,e,2013-03-19,2013-04-07,h
10176c,g,2019-01-12,2019-01-18,f
1333,h,2010-07-09,2010-07-21,j
13071c,e,2019-08-10,2019-08-30,e
4257c,h,2010-10-19,2010-10-23,a
12688c,g,2018-05-30,2018-06-06,a
4238c,c,2010-02-16,2010-02-18,h
506,e,2019-11-06,2019-11-07,f
2210,c,2013-01-01,2013-01-19,f
4010c,e,2010-05-09,2010-05-16,e
6522,g,2015-07-01,2015-07-09,h
13000c,b,2021-04-15,2021-04-18,j
13494c,d,2018-03-12,2018-03-23,h
3706c,d,2017-03-09,2017-03-13,e
6808c,c,2014-05-08,2014-05-20,h
6244,e,2022-06-30,2022-07-03,a
342,b,2010-07-02,2010-07-09,d
7478,f,2010-06-08,2010-06-15,i
3028c,d,2010-05-15,2010-05-29,a
6309c,e,2018-07-07,2018-07-24,j
1078c,j,2016-10-08,2016-10-22,c
13458c,j,2017-03-29,2017-04-10,d
8016c,a,2022-12-04,2022-12-19,e
9672c,e,2010-03-16,2010-03-17,j
8204,c,2013-03-09,2013-03-23,e
9195,c,2012-11-21,2012-11-27,d
8725c,f,2011-08-03,2011-08-09,b
6924,d,2015-08-24,2015-09-10,j
12769c,j,2021-12-17,2021-12-20,j
4820c,f,2013-12-28,2013-12-31,c
8118,f,2013-01-31,2013-02-15,f
1758,e,2013-11-09,2013-11-29,g
11949c,e,2019-03-28,2019-04-12,g
5005,f,2019-07-20,2019-07-30,i
5752c,g,2019-01-12,2019-02-01,e
2935c,b,2011-12-16,2011-12-19,j
9789c,h,2018-09-20,2018-09-22,b
11842c,f,2020-09-20,2020-09-22,j
4745,i,2022-01-20,2022-01-21,c
6944c,d,2021-04-12,2021-04-16,f
14444c,d,2019-05-06,2019-05-08,j
11952c,e,2011-05-10,2011-05-16,e
10128c,a,2014-02-23,2014-03-11,b
10501c,e,2012-09-03,2012-09-18,a
3971c,i,2016-03-14,2016-03-23,f
6691c,a,2017-03-24,2017-04-11,g
3863,i,2019-02-01,2019-02-21,e
1737,b,2018-07-31,2018-08-16,h
14212c,f,2010-09-12,2010-09-26,i
2838c,d,2021-11-06,2021-11-26,h
4655,c,2019-09-05,2019-09-18,c
375c,a,2011-12-22,2012-01-11,f
47c,b,2016-11-10,2016-11-14,b
2282c,a,2013-05-28,2013-06-15,i
2397c,d,2011-07-12,2011-08-01,j
14717c,h,2019-10-01,2019-10-16,c
849c,g,2013-12-14,2013-12-21,j
5682,g,2017-07-31,2017-08-13,d
1539,b,2010-09-14,2010-09-20,a
12464c,e,2013-06-10,2013-06-26,b
7116c,f,2014-12-24,2015-01-05,g
210,d,2020-06-01,2020-06-21,d
9377c,c,2012-05-04,2012-05-14,f
10527c,i,2015-05-26,2015-06-02,j
8025c,f,2014-08-28,2014-09-02,h
5192c,f,2019-09-02,2019-09-08,f
6145,d,2016-10-13,2016-10-20,j
11346c,d,2021-04-13,2021-04-28,g
1292c,c,2016-04-02,2016-04-21,f
225c,a,2013-09-15,2013-10-04,e
6619,a,2020-01-02,2020-01-18,d
5126c,h,2012-03-01,2012-03-13,f
477,i,2010-05-19,2010-06-06,b
6846,h,2017-08-09,2017-08-12,c
12492c,g,2016-01-27,2016-02-06,i
8279c,c,2020-03-20,2020-04-04,i
2232,a,2016-04-04,2016-04-24,e
2151,b,2013-10-17,2013-10-23,g
6196,i,2013-07-20,2013-08-01,j
5545,j,2013-07-06,2013-07-10,d
