id_hcn,site,CIN_SEQ,REASON_CO_OPENED_DESC,DATE_OPENED
6885c,d,i,h,2012-05-04
5982,b,a,d,2022-11-04
8718c,h,c,d,2016-08-19
2801,j,a,g,2015-10-17
7510,a,f,g,2020-07-19
8344c,g,g,a,2019-11-04
5603c,d,d,c,2017-07-18
3585c,e,d,h,2011-09-08
11043c,d,f,e,2011-08-19
1358c,j,c,c,2013-07-24
8235c,g,j,a,2020-04-23
2220c,e,f,a,2010-09-26
13492c,j,f,b,2015-08-09
4957c,e,e,i,2012-08-02
7672c,h,d,e,2017-09-03
755,i,a,a,2014-01-28
6528,a,d,h,2012-08-22
7707c,a,i,g,2015-03-31
5881c,j,g,j,2018-11-06
13034c,g,j,c,2010-11-24
10037c,e,e,i,2018-02-01
3246c,c,b,g,2011-12-18
11398c,f,f,c,2011-01-27
1827c,g,g,f,2012-01-26
4422c,h,a,a,2019-10-02
7882,e,g,h,2021-10-27
13906c,f,j,b,2015-11-16
5790c,j,g,h,2016-03-27
3285,e,i,h,2019-06-01
10645c,c,d,a,2022-01-04
759c,b,d,h,2021-11-12
12779c,a,a,h,2011-05-08
507,b,d,i,2020-05-01
9335c,d,f,g,2021-02-01
8274,j,j,d,2017-04-28
4332c,e,b,f,2018-06-23
9606c,h,a,b,2010-03-29
9548c,j,f,a,2022-05-18
12418c,d,e,i,2010-03-10
9924,i,b,a,2010-12-15
9503,j,b,d,2010-05-29
6618,g,c,a,2016-08-01
9175,e,b,f,2022-07-03
14829c,d,c,d,2022-05-27
4191c,a,e,i,2010-03-24
2633c,c,a,f,2018-06-28
12811c,h,d,a,2021-06-16
6351,g,h,e,2018-03-04
4783,h,j,b,2014-10-24
10839c,e,j,g,2011-03-15
6029,f,e,i,2013-05-17
2247,i,d,f,2018-04-27
8922c,g,f,c,2015-08-23
308,a,a,d,2020-06-04
12703c,f,g,c,2018-12-29
12286c,c,d,j,2015-03-05
8224c,d,d,c,2014-11-30
12127c,f,f,f,2015-05-06
6607c,c,e,e,2011-02-06
7373,c,a,f,2015-02-12
498,b,j,d,2020-10-04
2597c,d,d,c,2018-01-04
1185c,j,e,b,2013-01-13
4705,i,c,h,2018-12-15
10433c,d,a,j,2018-01-16
10765c,e,j,c,2010-02-04
9156c,e,e,e,2010-04-01
4551c,f,g,e,2014-04-17
6206,a,f,b,2022-06-14
5460,f,g,d,2012-12-25
2202c,h,d,f,2018-06-11
12196c,f,i,d,2022-09-25
1925,i,a,c,2019-04-27
11129c,j,b,i,2019-01-14
7702,b,a,h,2014-06-16
12518c,c,e,i,2019-11-08
3152,g,f,h,2021-07-22
6528c,j,i,f,2021-11-12
14186c,i,i,d,2016-12-02
1442,f,j,e,2015-04-10
13376c,j,d,a,2019-09-07
6181c,i,g,j,2021-01-18
7231,b,h,e,2013-09-20
4280,a,b,b,2022-12-07
9744,i,d,e,2014-03-20
14203c,b,g,g,2021-03-13
1343,e,f,i,2020-04-10
4830c,j,h,g,2012-05-14
14936c,g,i,j,2014-08-10
230c,i,i,c,2022-11-13
7235,j,d,d,2022-08-11
3345,e,a,f,2014-08-02
1871,i,c,c,2019-12-13
3243c,e,h,g,2013-02-15
7850,j,a,b,2013-10-19
9968,d,f,e,2013-07-29
3845,d,g,b,2015-01-07
1833,a,h,d,2015-02-28
393,a,i,c,2014-05-04
3323,e,a,f,2016-01-01
7695,c,f,f,2012-03-24
8303,h,d,e,2012-11-08
1054c,h,b,c,2014-08-23
9836c,e,b,d,2019-03-05
1134,h,i,h,2010-03-03
9995,f,a,j,2011-01-01
7543c,h,f,d,2017-10-25
10877c,d,d,f,2019-10-23
1746c,e,e,f,2019-01-15
2884c,a,h,a,2013-02-27
14077c,f,e,e,2013-09-20
9853c,f,g,b,2016-06-12
3161,g,d,c,2014-08-18
4721c,d,j,e,2017-03-27
614c,d,c,d,2022-06-08
2816,f,f,a,2019-02-19
12683c,e,f,c,2014-10-19
1455,e,a,c,2016-09-16
3990c,f,a,c,2016-07-15
4690,f,b,i,2011-02-11
1362c,j,j,b,2015-02-27
4138c,e,i,j,2015-12-19
1367,a,e,h,2019-12-19
8229,j,f,f,2020-10-17
10111c,d,d,e,2012-11-25
3002,c,e,h,2021-05-10
2349,e,d,j,2022-06-05
2512,c,g,b,2013-11-23
13989c,d,f,a,2020-06-17
7404,f,d,b,2012-05-12
4217,a,e,d,2020-09-11
8925c,b,g,i,2021-09-05
11861c,b,b,e,2011-07-11
3784c,b,b,h,2021-04-24
835c,h,b,h,2019-10-03
5170,c,c,c,2020-09-25
1346c,b,j,i,2021-12-17
4110c,h,d,f,2022-08-18
1974,h,j,j,2015-11-23
8276,g,e,j,2012-11-30
2898c,c,e,h,2021-05-08
9532c,a,h,h,2018-12-21
4521,h,g,h,2012-08-09
2207,f,b,f,2013-06-27
515,a,d,i,2013-01-17
11460c,e,h,c,2021-10-05
10910c,i,e,b,2020-05-19
8356c,d,j,b,2018-09-10
2845c,j,a,g,2012-12-31
10966c,i,b,f,2022-11-29
10159c,a,g,g,2020-11-24
7356,i,e,a,2015-10-17
11355c,e,e,c,2015-06-27
2838c,g,a,g,2021-02-08
8993c,e,e,d,2020-02-08
10832c,g,i,g,2019-11-21
1693c,g,a,g,2018-11-13
1265,f,f,f,2019-12-24
835,b,e,j,2018-12-21
8662c,d,h,i,2019-05-01
6296c,c,h,c,2011-02-12
8415c,e,i,a,2015-03-12
706c,j,g,b,2015-04-03
11485c,b,h,e,2016-01-01
9194c,g,h,i,2016-06-02
464c,c,h,b,2014-07-02
4538,e,b,f,2015-12-23
2604c,d,j,a,2016-12-24
5858c,h,h,f,2015-05-12
2685c,d,a,a,2011-04-26
7360c,g,b,f,2018-10-16
4392,b,f,d,2019-10-10
3901,i,c,c,2016-06-01
9340c,f,j,g,2011-10-23
9614,e,a,j,2016-10-13
1515,i,d,a,2017-11-12
5121c,i,j,b,2021-06-15
4212c,g,i,h,2020-02-19
2850c,a,d,d,2022-05-31
6969c,b,e,i,2019-06-14
6876,j,j,i,2019-11-13
1289,f,f,i,2018-08-02
7073c,i,e,g,2013-06-24
4873,a,f,h,2016-02-07
14706c,h,d,a,2022-12-31
876,c,a,f,2017-01-26
12794c,d,c,a,2019-07-14
10586c,b,d,i,2015-06-27
13466c,i,g,h,2020-10-30
4655c,i,d,e,2011-12-05
6917,b,h,h,2011-09-14
9708,j,d,c,2021-10-05
1453,a,b,a,2017-02-19
12662c,i,i,e,2022-01-19
1762c,c,j,g,2022-01-10
482c,a,j,d,2017-10-22
8940c,a,j,b,2018-04-05
3519,d,d,g,2021-04-09
405,j,i,i,2017-03-09
11491c,h,i,e,2012-09-05
8741,i,g,e,2014-10-20
8492c,g,b,a,2017-07-06
1258,g,d,g,2013-02-21
5241c,c,b,i,2012-09-29
12368c,a,f,i,2010-07-21
7913c,d,e,h,2016-11-29
10266c,g,b,d,2022-09-02
4814,j,c,j,2014-01-11
2680,d,b,i,2022-03-19
7369,a,g,i,2022-10-14
12026c,d,j,d,2015-06-04
2023,g,b,b,2013-11-14
3751,g,d,j,2010-07-14
4623c,j,g,a,2012-10-12
13703c,c,a,h,2013-07-23
5957c,c,j,g,2016-09-30
7554c,a,f,e,2022-11-08
8162c,h,j,g,2016-10-01
12810c,c,i,i,2010-03-23
4987,e,b,h,2021-10-12
4502,j,h,e,2012-08-12
262,e,d,g,2010-08-09
6594,j,f,e,2022-06-25
544,h,h,f,2013-07-16
1346c,i,a,b,2022-09-05
10271c,d,a,j,2015-10-13
2138,j,b,h,2020-02-12
5498,b,h,c,2014-05-06
14892c,j,d,f,2011-02-23
5985c,c,c,f,2021-08-14
3979c,c,f,h,2012-03-21
9453c,j,i,d,2018-10-18
1428,i,c,c,2019-03-14
3888c,e,b,e,2016-03-17
10484c,c,g,j,2022-10-23
1198c,c,f,i,2021-04-29
9762,j,a,e,2022-03-05
9346c,h,d,i,2021-06-09
8438c,i,d,c,2022-03-31
6576,e,i,c,2021-06-27
12607c,g,d,e,2022-07-19
11477c,g,i,j,2017-01-23
512,g,a,b,2019-04-11
14416c,h,a,e,2019-03-31
4681,f,g,c,2013-04-01
4923c,d,f,d,2021-09-01
6831,i,f,h,2015-12-12
10147c,e,i,c,2022-12-26
4564c,i,j,f,2019-04-25
14638c,i,j,a,2019-01-03
12900c,f,f,f,2013-05-05
1665c,b,h,g,2017-04-08
13608c,a,g,f,2013-06-17
8076,b,c,c,2012-05-06
3982c,g,h,h,2017-11-19
10092c,h,b,j,2020-02-17
3951,f,e,g,2014-01-15
1614c,d,a,d,2013-01-11
3529,f,i,g,2017-08-11
4313c,d,h,a,2018-04-01
6327,d,c,f,2011-04-26
6263c,f,i,j,2019-02-26
9673c,a,j,e,2012-03-11
1617,c,e,e,2022-06-01
6722,d,e,a,2018-09-26
8097,e,g,j,2015-01-21
4819c,f,f,j,2014-01-29
3554c,c,i,c,2015-10-27
6006,b,e,h,2010-10-15
3787c,i,b,e,2017-07-09
11408c,j,j,j,2022-09-04
5940,e,i,b,2020-08-14
2905,b,j,g,2016-10-28
8360,j,b,g,2013-10-29
6413c,b,d,a,2022-07-25
4187c,g,b,c,2017-06-02
2247c,b,i,j,2018-06-27
9108c,a,b,f,2016-05-10
7498,f,d,b,2017-06-18
164c,b,f,b,2011-02-24
3550c,d,a,d,2019-12-15
11238c,i,e,g,2019-02-04
2742,i,d,i,2018-04-02
2068,b,d,c,2012-06-06
2197c,f,f,e,2019-11-30
13216c,g,i,a,2014-07-22
14971c,j,i,i,2011-02-12
2524c,b,f,j,2012-07-10
6923,e,b,j,2016-11-15
9567c,a,a,d,2012-05-26
3817,c,d,e,2012-03-26
7233c,j,b,a,2011-09-04
1821,a,e,i,2014-03-09
8105,d,j,a,2022-02-10
1045c,g,c,a,2015-07-06
1184c,a,f,b,2014-09-24
8795c,e,a,e,2022-01-04
3199,j,b,h,2011-11-21
2839c,a,f,h,2020-11-26
1250,c,i,f,2014-01-10
14995c,d,b,h,2011-10-29
4206c,e,b,g,2014-01-27
12958c,f,c,i,2015-01-08
195,c,h,f,2014-12-30
8776c,c,c,c,2021-07-09
388c,a,d,j,2014-07-08
5497c,a,a,j,2012-08-21
1871c,i,f,i,2014-02-17
3020c,g,i,j,2016-01-01
7442c,c,f,f,2012-08-04
9631,i,a,e,2016-01-08
5257,c,a,c,2014-04-15
11291c,d,a,a,2013-06-10
1143c,f,a,e,2019-03-08
1822c,h,i,c,2016-02-20
13440c,b,e,e,2020-04-22
5834c,c,b,a,2010-06-28
7882,i,i,e,2022-03-08
9225c,j,c,f,2010-10-19
8564c,a,h,c,2019-05-10
12113c,d,j,f,2014-11-12
7457,g,j,g,2017-02-21
9011c,b,f,h,2021-11-26
4233c,g,d,i,2011-01-06
5280,e,h,j,2014-10-04
10365c,g,c,a,2021-05-03
4907c,j,f,d,2010-02-25
6560,i,g,i,2018-02-25
154c,f,j,g,2021-10-27
11458c,g,c,e,2017-07-26
9692,b,b,b,2022-04-22
4837c,c,i,d,2020-06-13
5081,b,i,c,2010-09-22
447c,g,g,i,2017-01-09
9536,i,j,j,2022-10-29
9164c,j,e,a,2010-01-15
4850c,f,f,e,2014-11-22
3480c,f,i,i,2021-09-21
8023c,g,c,h,2013-03-07
2931,h,d,d,2022-11-08
3614,e,h,h,2022-02-16
1488c,h,d,h,2022-05-08
2677c,b,i,b,2011-03-12
4077c,j,c,e,2020-11-26
7850,h,j,h,2010-06-28
4795c,h,c,b,2016-01-15
7756,a,i,j,2010-04-29
3274,j,b,a,2021-11-07
14975c,b,d,f,2018-08-27
14225c,a,d,f,2014-04-02
7505,b,h,f,2014-02-11
12395c,h,j,c,2011-08-19
9604c,f,i,f,2014-07-03
9459c,h,g,j,2022-05-30
13725c,b,j,b,2014-12-10
14642c,i,c,h,2012-04-16
5805,g,j,h,2013-08-11
5884,f,b,f,2010-02-26
380c,a,h,j,2017-02-24
1670c,a,i,i,2019-06-15
4453c,a,h,e,2014-07-11
14094c,h,d,f,2022-02-26
3992,h,a,g,2012-06-27
1892c,e,e,i,2018-04-13
4026,h,c,j,2013-04-21
1985,f,h,i,2011-07-10
12427c,d,e,c,2022-07-05
5097c,h,j,e,2017-09-19
3502,i,f,f,2020-11-30
6264c,j,b,d,2015-03-19
4201,c,g,i,2018-03-14
13414c,f,f,j,2021-04-23
9410,h,f,a,2015-04-12
2992,a,f,b,2021-05-14
8920c,b,g,j,2015-03-26
9159,h,i,d,2014-02-01
4277,h,c,h,2018-10-14
286,e,i,j,2017-03-03
6822,c,h,f,2014-07-18
2292,f,d,i,2014-03-24
2585c,a,b,b,2012-09-03
4919c,c,h,e,2018-01-27
4853c,a,g,d,2015-08-19
2753,c,c,g,2018-11-30
1189c,f,d,f,2015-02-06
672c,a,i,i,2016-12-16
2171,h,d,a,2017-06-01
718c,c,d,d,2022-01-10
5731,a,f,i,2015-12-05
560c,b,c,b,2013-12-08
1388c,i,a,b,2022-04-14
7793c,c,d,d,2012-11-25
8228c,f,c,e,2013-05-03
9497,c,j,e,2014-10-06
688c,f,i,c,2017-09-14
10502c,d,b,d,2011-12-01
1423c,e,e,d,2020-07-08
4518,i,d,g,2011-10-25
3132,b,f,a,2022-03-07
206,h,b,f,2017-08-03
1088,h,d,c,2014-07-31
1227,f,h,h,2019-03-05
8203,e,h,d,2013-04-05
14065c,h,b,g,2020-08-27
2026,f,h,i,2015-08-28
538,f,h,e,2022-12-25
11267c,h,c,f,2018-09-16
14162c,c,i,f,2012-11-29
9974,i,e,d,2019-08-07
2991c,a,d,c,2012-03-21
10907c,g,f,h,2012-03-23
14254c,i,g,a,2013-04-02
3885c,f,j,f,2021-05-16
3978,b,d,d,2017-07-11
7022,h,g,e,2014-06-21
1616c,i,d,f,2013-05-26
8695,c,e,e,2016-02-19
8474,i,e,i,2013-08-06
10504c,a,a,i,2018-10-16
6691,d,c,h,2022-12-09
7852c,a,i,f,2016-09-20
10999c,h,f,f,2010-08-21
5748,h,e,g,2018-07-09
7075c,h,d,d,2019-06-18
7758c,i,c,e,2020-10-11
3358,a,b,d,2022-04-08
9211,b,b,f,2012-09-18
9829c,i,c,c,2021-01-08
6646,h,h,a,2021-04-11
2566,b,c,a,2012-06-07
4339c,a,a,h,2016-06-05
3256,d,d,a,2010-06-11
1691,f,j,j,2014-08-01
1978c,c,h,e,2014-04-02
1766,e,b,g,2015-11-02
8643,a,i,j,2011-02-07
6225c,e,c,f,2015-08-04
6260,f,f,f,2022-12-27
12807c,d,a,g,2013-04-17
13101c,i,e,d,2013-02-11
8605c,c,f,h,2022-04-30
13430c,h,j,c,2018-08-02
9721,a,j,c,2016-03-15
8430c,e,d,b,2017-03-24
8463c,d,j,g,2012-07-03
8299,c,c,j,2014-02-26
756,a,b,e,2020-08-12
9968,g,a,g,2016-02-26
4805c,b,d,g,2019-09-04
8748c,b,f,a,2018-03-21
7112,g,b,i,2020-04-12
3904c,j,g,h,2017-11-17
7081c,f,d,i,2016-07-27
423,h,g,a,2014-02-17
3001c,e,g,h,2013-05-23
5360c,g,e,a,2021-03-28
10806c,b,g,j,2014-09-30
7848,i,a,c,2017-06-27
11704c,b,f,d,2011-04-15
8512,j,c,f,2016-01-14
1993c,f,b,i,2017-04-25
6987c,f,c,j,2015-01-29
7159,j,b,a,2014-10-24
5627,f,g,d,2021-11-10
6029c,g,c,g,2011-01-08
12348c,f,h,j,2016-12-13
9701,f,b,g,2015-02-04
12397c,e,a,h,2022-07-19
2646,f,f,d,2018-01-24
9434c,c,e,f,2017-09-30
7810,d,h,j,2011-11-24
7353c,f,d,j,2017-04-17
10449c,d,a,j,2012-01-07
7356,c,b,d,2018-11-28
7139c,d,d,b,2019-03-25
7747,h,j,j,2019-08-19
585c,h,h,j,2018-10-16
13634c,a,h,h,2016-01-21
5115,f,h,j,2015-12-31
9698,i,i,h,2014-06-24
9896,b,i,i,2018-10-31
9734,b,g,b,2021-10-22
5137,i,a,d,2013-11-29
2283c,c,i,h,2018-02-13
8871c,b,d,e,2010-06-02
8089,e,d,d,2016-02-02
3093,j,b,d,2017-01-29
503c,a,a,e,2017-07-31
9376,b,i,b,2021-05-04
6915c,j,c,c,2018-10-25
7539,a,d,j,2015-01-18
3644c,g,d,h,2015-06-23
738c,h,g,a,2021-12-18
3816,f,h,g,2019-03-08
418,b,c,g,2012-04-02
14354c,f,c,f,2022-02-03
143,e,e,a,2013-04-11
4469c,e,b,j,2010-11-18
8237c,j,c,i,2016-11-28
1701,e,f,g,2012-06-20
3145,i,c,d,2015-01-04
5063c,c,j,e,2010-11-13
1495,f,a,g,2018-09-28
12029c,b,i,g,2021-06-25
1673c,b,i,d,2022-09-29
7284c,i,b,d,2013-05-05
9440,j,g,g,2021-02-01
5895c,f,e,f,2010-08-09
1985c,d,a,g,2016-11-16
1813,j,g,h,2010-04-22
1649c,j,g,i,2015-03-12
3374c,h,d,i,2012-05-13
9443c,a,f,f,2015-09-21
13021c,e,a,g,2016-06-29
495,b,c,j,2020-02-25
1794c,c,i,f,2014-09-21
411,a,i,a,2012-08-20
7263c,j,g,b,2018-02-16
249,a,e,b,2021-02-14
2133c,d,c,a,2010-05-24
13927c,g,b,e,2017-05-18
13743c,f,j,h,2022-04-27
3753,g,e,g,2020-12-14
3589c,a,j,j,2017-06-28
6300c,i,b,c,2016-02-16
8446c,a,e,e,2021-07-10
1716c,d,d,f,2014-09-23
6415c,j,d,j,2020-04-26
1068c,g,g,i,2021-04-28
11461c,d,b,c,2019-06-28
4084c,h,i,f,2016-02-11
9686c,f,c,i,2010-08-03
7983c,i,j,h,2011-04-26
8079c,f,i,b,2014-06-22
7101,j,c,c,2018-11-25
11850c,a,b,g,2010-01-18
14357c,i,i,e,2018-10-13
1342,i,d,c,2010-01-07
12760c,j,a,j,2017-11-01
9421c,b,g,h,2020-08-13
4533c,d,j,h,2020-12-20
5062,a,e,d,2021-09-21
1052c,h,e,g,2018-06-27
7194,g,a,f,2013-04-24
2792,b,g,b,2011-08-07
6520,i,g,e,2014-12-17
3278c,a,a,a,2012-01-02
4807c,h,i,c,2022-09-28
7924c,f,e,e,2011-12-24
13267c,j,a,h,2010-08-06
4950,a,c,g,2014-11-26
5819c,g,a,d,2018-09-19
4978,e,d,c,2012-01-14
3423c,c,d,b,2012-09-30
4361c,h,c,h,2011-02-11
11376c,j,i,a,2011-09-20
1937c,e,h,j,2018-08-07
5213c,g,f,g,2020-03-07
12776c,h,d,a,2019-04-19
7505c,b,d,j,2015-12-08
6148c,e,e,a,2022-10-15
10277c,g,f,j,2017-11-23
5894,j,e,f,2022-07-13
1178,a,i,g,2012-11-27
5221,i,i,f,2016-04-23
437,g,g,i,2013-06-07
1445,e,g,h,2016-03-08
9128,e,i,a,2019-02-18
6495c,i,h,f,2013-02-06
582,h,b,h,2011-01-29
10620c,f,d,f,2017-01-22
3563,j,a,c,2021-05-10
5232c,a,j,c,2013-03-24
4270,i,h,a,2014-09-08
2753,a,j,c,2010-04-09
1491c,e,d,b,2015-08-06
2597,d,j,c,2016-11-21
2370,f,g,c,2019-12-02
13051c,f,f,d,2012-04-29
13299c,h,e,c,2021-01-01
5721,j,j,i,2016-11-07
7595,g,f,f,2013-01-07
3597,d,j,b,2019-11-24
7671c,h,d,f,2010-01-19
13059c,i,f,j,2010-02-15
9976,d,d,b,2020-12-27
896c,f,c,f,2019-08-18
4880c,f,d,j,2021-07-09
225c,h,a,a,2021-09-03
6300,h,f,j,2016-12-20
9715,b,b,f,2021-11-07
1897,h,d,e,2015-10-20
7929,a,a,e,2022-12-08
1713c,c,c,f,2022-04-28
3280,d,i,b,2020-05-24
8384,c,b,a,2011-01-21
5314c,e,c,a,2016-04-20
11711c,g,j,h,2015-12-15
14658c,i,f,b,2015-03-19
4511,e,c,b,2017-10-15
4622,d,g,j,2022-12-31
6363,g,e,j,2016-03-03
2444,b,f,j,2013-08-20
4599,a,j,b,2014-01-25
7772c,i,e,b,2021-12-26
8183c,j,j,c,2021-07-19
3755c,b,c,f,2021-07-12
8191c,d,e,c,2014-08-03
4116c,d,a,d,2019-09-13
6433,a,c,c,2011-06-10
576c,b,b,j,2019-01-14
10578c,c,g,d,2016-02-15
4490,h,e,g,2020-03-09
10073c,e,f,f,2020-10-20
1166c,f,d,g,2017-10-24
7982c,d,h,c,2016-08-06
5736,b,a,g,2019-11-28
5355,e,h,i,2018-08-21
7018c,i,d,c,2022-07-14
2110,d,j,j,2022-07-06
6104c,e,h,h,2011-05-28
221c,j,h,h,2022-11-04
1196c,e,f,g,2017-07-08
5990,d,c,j,2010-02-05
11076c,i,i,d,2017-07-03
11351c,b,a,g,2018-03-09
6828,b,c,j,2017-10-03
9907c,a,f,a,2016-07-09
3647c,d,c,f,2016-05-26
581,i,i,e,2022-02-14
12064c,h,c,c,2016-10-06
1669,c,e,j,2013-05-09
1285c,i,d,j,2022-12-30
5277,a,b,c,2021-07-30
9061c,e,j,a,2012-12-05
6990c,j,j,i,2016-01-13
374c,i,a,i,2015-10-24
2705,a,b,g,2013-12-06
4352,a,c,j,2011-08-16
2343,h,b,j,2020-02-24
186c,h,a,g,2011-04-12
278,e,h,e,2018-08-20
14918c,a,f,h,2015-08-03
9438,a,e,e,2018-09-03
3093,d,h,b,2015-03-27
9794,j,b,a,2017-02-08
6671c,f,g,h,2011-12-06
8687,h,e,b,2016-03-02
8672,h,f,i,2016-09-16
8983,g,g,a,2019-10-06
2190,d,h,c,2015-08-16
8822c,e,g,f,2014-09-03
6337,d,h,j,2015-02-16
6234,f,f,d,2020-02-04
5624,f,a,a,2011-04-06
7779,d,i,i,2012-09-20
10915c,e,f,c,2012-07-20
6795c,e,j,c,2010-09-01
5164,a,e,g,2021-10-27
14597c,i,j,e,2021-07-10
6497c,i,g,c,2015-05-19
7523,j,a,f,2021-12-27
11297c,j,d,b,2021-08-25
6407c,b,a,g,2021-08-31
10866c,i,j,h,2014-01-06
7912c,g,e,i,2017-12-08
1662c,f,e,f,2017-12-16
10373c,g,c,e,2015-06-04
11833c,e,f,b,2016-05-02
5833c,b,a,d,2022-10-16
11248c,d,f,e,2020-07-21
6502c,i,i,g,2015-08-19
8401,d,f,b,2022-11-26
2173,c,i,d,2011-11-14
8306c,a,j,i,2015-06-19
582c,j,f,i,2014-03-15
2310c,j,b,i,2018-11-10
11419c,b,e,b,2012-05-10
3843,b,g,f,2014-07-14
698,g,d,g,2020-03-13
9061,a,f,j,2012-05-07
2635,c,a,c,2019-06-22
3646c,g,b,h,2013-04-16
8329c,g,f,e,2017-12-15
7087,a,i,g,2012-01-27
5513,j,i,g,2013-01-17
5847,i,a,d,2021-02-12
14716c,i,j,f,2017-08-11
3323c,f,b,f,2015-12-27
9503,f,j,j,2017-06-18
11411c,h,g,i,2022-01-28
10371c,e,i,j,2018-03-16
8262,g,g,j,2020-02-17
7091,j,d,c,2018-06-12
757,g,i,g,2012-07-15
9326,i,a,h,2021-01-10
8511c,i,i,g,2017-10-13
2977,f,i,i,2015-09-05
1577,i,h,i,2022-08-31
525,e,a,a,2011-01-24
9930c,g,f,j,2017-05-17
5690c,d,c,h,2018-12-25
13688c,b,b,d,2015-10-01
2239c,b,a,h,2012-12-26
12934c,f,g,d,2017-08-22
385,c,a,c,2022-05-22
6133c,c,g,g,2021-04-08
4863,g,a,j,2010-12-03
4c,g,a,j,2019-01-22
7293c,d,d,h,2012-03-08
2319c,f,c,b,2013-05-30
7631c,d,b,i,2014-10-25
5338,c,e,d,2015-12-23
4320,j,j,a,2010-01-31
723c,d,b,f,2014-03-24
11043c,j,e,i,2012-02-08
3092c,c,j,d,2020-04-25
1311c,h,b,e,2017-02-15
7232c,a,a,f,2019-10-17
4340c,c,b,j,2014-10-30
10802c,c,a,h,2010-10-21
7517,i,i,f,2012-09-15
6427,e,d,e,2022-02-05
2904,g,g,e,2010-03-20
7642,f,a,h,2010-12-30
9539,j,h,i,2016-07-08
4745c,j,j,i,2017-10-26
7818,b,d,h,2018-05-22
6257c,i,f,h,2010-07-23
7627c,i,a,i,2022-09-20
2229c,c,b,b,2014-01-12
3271c,h,i,b,2015-02-17
1705c,g,f,h,2010-06-10
5048,i,d,f,2022-09-12
3995c,h,i,b,2020-01-14
1589c,e,c,b,2010-08-21
4271c,h,e,g,2017-03-03
9214c,e,d,e,2015-04-17
1716c,d,e,d,2013-04-30
2595c,a,e,f,2017-10-24
1941c,i,e,c,2019-08-05
8102,c,c,g,2019-10-10
6568,g,a,h,2011-07-08
7577c,a,b,f,2018-02-07
4594,a,d,h,2021-02-10
2059,g,e,i,2013-11-06
4330,j,b,i,2013-02-23
4707,h,g,b,2022-01-23
2855c,c,g,f,2017-08-08
1961,b,g,j,2021-07-14
8944c,j,g,j,2018-02-22
3980,i,d,f,2020-11-30
2876c,c,j,j,2014-08-22
1193,h,e,g,2019-06-20
3822,d,f,e,2015-09-17
4570,i,f,a,2015-04-27
14565c,f,g,h,2012-07-27
3422c,g,b,g,2016-08-04
12893c,a,g,j,2010-12-28
5262c,j,c,d,2012-08-24
4351c,h,c,a,2015-11-09
5114,d,d,i,2019-02-11
4198,j,g,a,2016-01-08
3100c,c,i,g,2016-12-16
8708c,f,f,i,2019-07-03
5180,d,f,h,2015-01-06
10251c,d,b,g,2011-04-22
8926,i,i,i,2021-07-07
8545c,h,a,c,2020-02-23
10692c,g,b,d,2017-02-22
11339c,e,c,a,2018-02-25
3764c,h,e,a,2013-01-04
9513c,a,e,b,2022-10-22
7813,e,b,b,2020-05-12
7093c,h,b,f,2017-12-02
3686c,g,i,e,2022-06-27
2936,e,i,i,2012-11-16
11672c,d,e,b,2018-10-18
13780c,i,g,c,2014-10-30
2526,j,j,c,2017-12-28
11319c,b,f,e,2010-05-31
4528c,d,d,e,2016-10-30
10814c,f,d,d,2021-04-15
13131c,a,b,i,2017-11-03
7037,j,h,i,2020-07-03
7518,f,g,a,2017-02-01
4739c,e,h,f,2010-09-20
6197c,h,e,a,2012-10-06
11657c,a,h,a,2014-01-13
4382c,a,c,b,2012-12-26
8002c,c,a,a,2010-04-06
11106c,d,h,c,2010-12-16
3400c,d,f,c,2017-05-30
9128,f,d,a,2015-07-02
3205,f,e,g,2020-11-16
2261,b,c,a,2012-04-22
4533,b,b,g,2015-09-25
13357c,a,c,b,2020-12-27
11829c,j,a,a,2013-01-11
4772c,d,f,j,2016-07-16
9809c,b,c,h,2019-01-04
14689c,e,c,a,2019-06-01
14181c,e,a,h,2012-09-30
993,g,b,j,2017-06-06
9926c,i,f,c,2022-06-22
10009c,e,b,g,2016-06-28
2154,a,d,j,2010-01-16
6218c,f,h,i,2016-09-25
2520c,h,b,b,2016-01-28
5628c,c,d,i,2012-08-20
8891c,f,e,c,2014-07-16
8692c,g,e,h,2021-01-13
4486,g,e,e,2019-06-14
8574,g,i,c,2013-08-29
6294c,b,h,c,2018-12-27
468c,b,g,h,2022-02-15
7973c,j,g,g,2017-07-25
2106,h,h,c,2012-10-04
9763,f,j,c,2019-03-11
14138c,g,h,j,2018-04-30
6675,g,i,g,2011-02-04
7702c,h,e,a,2018-05-14
1342c,b,a,i,2013-12-02
6919,c,c,i,2017-01-24
13512c,g,f,b,2020-01-21
5841,i,a,c,2020-03-06
7165,c,c,b,2013-01-06
14494c,d,d,j,2021-01-28
4972c,e,d,c,2013-03-02
14162c,d,i,g,2022-01-11
7868c,i,b,e,2012-11-22
5201c,c,c,a,2020-11-19
9920c,j,f,b,2020-03-25
10699c,g,e,b,2010-04-28
1490,d,j,i,2012-02-09
1749c,c,h,a,2012-06-08
1002c,a,h,b,2012-09-17
14407c,a,a,c,2016-01-03
7452c,c,a,h,2015-01-29
908c,e,h,j,2021-06-29
5623,a,b,d,2016-01-17
4067,j,f,j,2010-03-28
2372,d,j,c,2017-09-05
1083,f,a,d,2011-03-10
